date	close
06.07.2015	56.54
03.07.2015	60.32
02.07.2015	62.07
01.07.2015	62.01
30.06.2015	63.59
29.06.2015	62.01
26.06.2015	63.26
25.06.2015	63.2
24.06.2015	63.49
23.06.2015	64.45
22.06.2015	63.34
19.06.2015	63.02
18.06.2015	64.26
17.06.2015	63.87
16.06.2015	63.7
15.06.2015	62.61
12.06.2015	63.87
11.06.2015	65.11
10.06.2015	65.7
09.06.2015	64.88
08.06.2015	62.69
05.06.2015	63.31
04.06.2015	62.03
03.06.2015	63.8
02.06.2015	65.49
01.06.2015	64.88
29.05.2015	65.56
28.05.2015	62.58
27.05.2015	62.06
26.05.2015	63.72
25.05.2015	65.52
22.05.2015	65.37
21.05.2015	66.54
20.05.2015	65.03
19.05.2015	64.02
18.05.2015	66.27
15.05.2015	66.81
14.05.2015	66.59
13.05.2015	66.81
12.05.2015	66.86
11.05.2015	64.91
08.05.2015	65.39
07.05.2015	65.54
06.05.2015	67.77
05.05.2015	67.52
04.05.2015	66.45
01.05.2015	66.46
30.04.2015	66.78
29.04.2015	65.84
28.04.2015	64.64
27.04.2015	64.83
24.04.2015	65.28
23.04.2015	64.85
22.04.2015	62.73
21.04.2015	62.08
20.04.2015	63.45
17.04.2015	63.45
16.04.2015	63.98
15.04.2015	60.32
14.04.2015	58.43
13.04.2015	57.93
10.04.2015	57.87
09.04.2015	56.57
08.04.2015	55.55
07.04.2015	59.1
06.04.2015	58.12
02.04.2015	54.95
01.04.2015	57.1
31.03.2015	55.11
30.03.2015	56.29
27.03.2015	56.41
26.03.2015	59.19
25.03.2015	56.48
24.03.2015	55.11
23.03.2015	55.92
20.03.2015	55.32
19.03.2015	54.43
18.03.2015	55.91
17.03.2015	53.51
16.03.2015	53.44
13.03.2015	54.67
12.03.2015	57.08
11.03.2015	57.54
10.03.2015	56.39
09.03.2015	58.53
06.03.2015	59.73
05.03.2015	60.48
04.03.2015	60.55
03.03.2015	61.02
02.03.2015	59.54
27.02.2015	62.58
26.02.2015	60.05
25.02.2015	61.63
24.02.2015	58.66
23.02.2015	58.9
20.02.2015	60.22
19.02.2015	60.21
18.02.2015	60.53
17.02.2015	62.53
16.02.2015	61.4
13.02.2015	61.52
12.02.2015	57.05
11.02.2015	54.66
10.02.2015	56.43
09.02.2015	58.34
06.02.2015	57.8
05.02.2015	56.57
04.02.2015	54.16
03.02.2015	57.91
02.02.2015	54.75
30.01.2015	52.99
29.01.2015	49.13
28.01.2015	48.47
27.01.2015	49.6
26.01.2015	48.16
23.01.2015	48.79
22.01.2015	48.52
21.01.2015	49.03
20.01.2015	47.99
19.01.2015	48.84
16.01.2015	50.17
15.01.2015	47.67
14.01.2015	48.69
13.01.2015	46.59
12.01.2015	47.43
09.01.2015	50.11
08.01.2015	50.96
07.01.2015	51.15
06.01.2015	51.1
05.01.2015	53.11
02.01.2015	56.42
31.12.2014	57.33
30.12.2014	57.9
29.12.2014	57.88
26.12.2014	59.45
24.12.2014	60.24
23.12.2014	61.69
22.12.2014	60.11
19.12.2014	61.38
18.12.2014	59.27
17.12.2014	61.18
16.12.2014	59.86
15.12.2014	61.06
12.12.2014	61.85
11.12.2014	63.68
10.12.2014	64.24
09.12.2014	66.84
08.12.2014	66.19
05.12.2014	69.07
04.12.2014	69.64
03.12.2014	69.92
02.12.2014	70.54
01.12.2014	72.54
28.11.2014	70.15
27.11.2014	72.58
26.11.2014	77.75
25.11.2014	78.33
24.11.2014	79.68
21.11.2014	80.36
20.11.2014	79.33
19.11.2014	78.1
18.11.2014	78.47
17.11.2014	79.31
14.11.2014	79.41
13.11.2014	77.92
12.11.2014	80.38
11.11.2014	81.67
10.11.2014	82.34
07.11.2014	83.39
06.11.2014	82.86
05.11.2014	82.95
04.11.2014	82.82
03.11.2014	84.78
31.10.2014	85.86
30.10.2014	86.24
29.10.2014	87.12
28.10.2014	86.03
27.10.2014	85.83
24.10.2014	86.13
23.10.2014	86.83
22.10.2014	84.71
21.10.2014	86.22
20.10.2014	85.4
17.10.2014	86.16
16.10.2014	84.47
15.10.2014	83.78
14.10.2014	85.04
13.10.2014	88.89
10.10.2014	90.21
09.10.2014	90.05
08.10.2014	91.38
07.10.2014	92.11
06.10.2014	92.79
03.10.2014	92.31
02.10.2014	93.42
01.10.2014	94.16
30.09.2014	94.67
29.09.2014	97.2
26.09.2014	97
25.09.2014	97
24.09.2014	96.95
23.09.2014	96.85
22.09.2014	96.97
19.09.2014	98.39
18.09.2014	97.7
17.09.2014	98.97
16.09.2014	99.05
15.09.2014	96.65
12.09.2014	97.11
11.09.2014	98.08
10.09.2014	98.04
09.09.2014	99.16
08.09.2014	100.2
05.09.2014	100.82
04.09.2014	101.83
03.09.2014	102.77
02.09.2014	100.34
01.09.2014	102.79
29.08.2014	103.19
28.08.2014	102.46
27.08.2014	102.72
26.08.2014	102.5
25.08.2014	102.65
22.08.2014	102.29
21.08.2014	102.63
20.08.2014	102.28
19.08.2014	101.56
18.08.2014	101.6
15.08.2014	103.53
14.08.2014	102.01
13.08.2014	104.28
12.08.2014	103.02
11.08.2014	104.68
08.08.2014	105.02
07.08.2014	105.44
06.08.2014	104.59
05.08.2014	104.61
04.08.2014	105.41
01.08.2014	104.84
31.07.2014	106.02
30.07.2014	106.51
29.07.2014	107.72
28.07.2014	107.57
25.07.2014	108.39
24.07.2014	107.07
23.07.2014	108.03
22.07.2014	107.33
21.07.2014	107.68
18.07.2014	107.24
17.07.2014	107.89
16.07.2014	105.85
15.07.2014	106.02
14.07.2014	106.98
11.07.2014	106.66
10.07.2014	108.67
09.07.2014	108.28
08.07.2014	108.94
07.07.2014	110.24
04.07.2014	110.64
03.07.2014	111
02.07.2014	111.24
01.07.2014	112.29
30.06.2014	112.36
27.06.2014	113.3
26.06.2014	113.21
25.06.2014	114
24.06.2014	114.46
23.06.2014	114.12
20.06.2014	114.81
19.06.2014	115.06
18.06.2014	114.26
17.06.2014	113.45
16.06.2014	112.94
13.06.2014	113.41
12.06.2014	113.02
11.06.2014	109.95
10.06.2014	109.52
09.06.2014	109.99
06.06.2014	108.61
05.06.2014	108.79
04.06.2014	108.4
03.06.2014	108.82
02.06.2014	108.83
30.05.2014	109.41
29.05.2014	109.97
28.05.2014	109.81
27.05.2014	110.02
26.05.2014	110.32
23.05.2014	110.54
22.05.2014	110.36
21.05.2014	110.55
20.05.2014	109.69
19.05.2014	109.37
16.05.2014	109.75
15.05.2014	110.44
14.05.2014	110.19
13.05.2014	109.24
12.05.2014	108.41
09.05.2014	107.89
08.05.2014	108.04
07.05.2014	108.13
06.05.2014	107.06
05.05.2014	107.72
02.05.2014	108.59
01.05.2014	107.76
30.04.2014	108.07
29.04.2014	108.98
28.04.2014	108.12
25.04.2014	109.58
24.04.2014	110.33
23.04.2014	109.11
22.04.2014	109.27
21.04.2014	109.95
17.04.2014	109.53
16.04.2014	109.6
15.04.2014	108.74
14.04.2014	109.07
11.04.2014	107.33
10.04.2014	107.46
09.04.2014	107.98
08.04.2014	107.67
07.04.2014	105.82
04.04.2014	106.72
03.04.2014	106.15
02.04.2014	104.79
01.04.2014	105.62
31.03.2014	107.76
28.03.2014	108.07
27.03.2014	107.83
26.03.2014	107.03
25.03.2014	106.99
24.03.2014	106.81
21.03.2014	106.92
20.03.2014	106.45
19.03.2014	105.85
18.03.2014	106.79
17.03.2014	106.24
14.03.2014	108.57
13.03.2014	107.39
12.03.2014	108.02
11.03.2014	108.55
10.03.2014	108.08
07.03.2014	109
06.03.2014	108.1
05.03.2014	107.76
04.03.2014	109.3
03.03.2014	111.2
28.02.2014	109.07
27.02.2014	108.96
26.02.2014	109.52
25.02.2014	109.51
24.02.2014	110.64
21.02.2014	109.85
20.02.2014	110.3
19.02.2014	110.47
18.02.2014	110.46
17.02.2014	109.18
14.02.2014	109.08
13.02.2014	108.73
12.02.2014	108.79
11.02.2014	108.68
10.02.2014	108.63
07.02.2014	109.57
06.02.2014	107.19
05.02.2014	106.25
04.02.2014	105.78
03.02.2014	106.04
31.01.2014	106.4
30.01.2014	107.95
29.01.2014	107.85
28.01.2014	107.41
27.01.2014	106.69
24.01.2014	107.88
23.01.2014	107.58
22.01.2014	108.27
21.01.2014	106.73
20.01.2014	106.35
17.01.2014	106.48
16.01.2014	107.09
15.01.2014	107.13
14.01.2014	106.39
13.01.2014	106.75
10.01.2014	107.25
09.01.2014	106.39
08.01.2014	107.15
07.01.2014	107.35
06.01.2014	106.73
03.01.2014	106.89
02.01.2014	107.78
01.01.2014	110.92
31.12.2013	110.8
30.12.2013	111.21
27.12.2013	112.18
26.12.2013	111.98
24.12.2013	111.9
23.12.2013	111.56
20.12.2013	111.77
19.12.2013	110.29
18.12.2013	109.63
17.12.2013	108.44
16.12.2013	110.47
13.12.2013	108.83
12.12.2013	108.67
11.12.2013	109.7
10.12.2013	109.38
09.12.2013	109.39
06.12.2013	111.61
05.12.2013	110.98
04.12.2013	111.88
03.12.2013	112.62
02.12.2013	111.45
29.11.2013	109.69
28.11.2013	110.86
27.11.2013	111.31
26.11.2013	110.88
25.11.2013	111
22.11.2013	111.05
21.11.2013	110.08
20.11.2013	108.06
19.11.2013	106.92
18.11.2013	108.47
15.11.2013	108.5
14.11.2013	108.54
13.11.2013	107.12
12.11.2013	105.81
11.11.2013	106.4
08.11.2013	105.12
07.11.2013	103.46
06.11.2013	105.24
05.11.2013	105.33
04.11.2013	106.23
01.11.2013	105.91
31.10.2013	108.84
30.10.2013	109.86
29.10.2013	109.01
28.10.2013	109.61
25.10.2013	106.93
24.10.2013	106.99
23.10.2013	107.8
22.10.2013	109.97
21.10.2013	109.64
18.10.2013	109.94
17.10.2013	109.11
16.10.2013	110.86
15.10.2013	109.96
14.10.2013	111.04
11.10.2013	111.28
10.10.2013	111.8
09.10.2013	109.06
08.10.2013	110.16
07.10.2013	109.68
04.10.2013	109.46
03.10.2013	109
02.10.2013	109.19
01.10.2013	107.94
30.09.2013	108.37
27.09.2013	108.63
26.09.2013	109.21
25.09.2013	108.32
24.09.2013	108.64
23.09.2013	108.16
20.09.2013	109.22
19.09.2013	108.76
18.09.2013	110.6
17.09.2013	108.19
16.09.2013	110.07
13.09.2013	112.78
12.09.2013	112.63
11.09.2013	111.5
10.09.2013	111.25
09.09.2013	113.72
06.09.2013	116.12
05.09.2013	115.26
04.09.2013	114.91
03.09.2013	115.68
02.09.2013	114.33
30.08.2013	114.01
29.08.2013	115.16
28.08.2013	116.61
27.08.2013	114.36
26.08.2013	110.73
23.08.2013	111.04
22.08.2013	109.9
21.08.2013	109.81
20.08.2013	110.15
19.08.2013	109.9
16.08.2013	110.4
15.08.2013	111.11
14.08.2013	110.2
13.08.2013	109.82
12.08.2013	108.97
09.08.2013	108.22
08.08.2013	106.68
07.08.2013	107.44
06.08.2013	108.18
05.08.2013	108.7
02.08.2013	108.95
01.08.2013	109.54
31.07.2013	107.7
30.07.2013	106.91
29.07.2013	107.45
26.07.2013	107.17
25.07.2013	107.65
24.07.2013	107.19
23.07.2013	108.42
22.07.2013	108.15
19.07.2013	108.07
18.07.2013	108.7
17.07.2013	108.61
16.07.2013	109.4
15.07.2013	109.09
12.07.2013	108.81
11.07.2013	107.73
10.07.2013	108.51
09.07.2013	107.81
08.07.2013	107.43
05.07.2013	107.72
04.07.2013	105.54
03.07.2013	105.76
02.07.2013	104
01.07.2013	103
28.06.2013	102.16
27.06.2013	102.82
26.06.2013	101.66
25.06.2013	101.26
24.06.2013	101.16
21.06.2013	100.91
20.06.2013	102.15
19.06.2013	106.12
18.06.2013	106.02
17.06.2013	105.47
14.06.2013	105.93
13.06.2013	104.25
12.06.2013	103.49
11.06.2013	102.96
10.06.2013	103.95
07.06.2013	104.56
06.06.2013	103.61
05.06.2013	103.04
04.06.2013	103.24
03.06.2013	102.06
31.05.2013	100.39
30.05.2013	102.19
29.05.2013	102.43
28.05.2013	104.23
27.05.2013	102.62
24.05.2013	102.64
23.05.2013	102.44
22.05.2013	102.6
21.05.2013	103.91
20.05.2013	104.8
17.05.2013	104.64
16.05.2013	103.8
15.05.2013	103.68
14.05.2013	102.6
13.05.2013	102.82
10.05.2013	103.91
09.05.2013	104.47
08.05.2013	104.34
07.05.2013	104.4
06.05.2013	105.46
03.05.2013	104.19
02.05.2013	102.85
01.05.2013	99.95
30.04.2013	102.37
29.04.2013	103.81
26.04.2013	103.16
25.04.2013	103.41
24.04.2013	101.73
23.04.2013	100.31
22.04.2013	100.39
19.04.2013	99.65
18.04.2013	99.13
17.04.2013	97.69
16.04.2013	99.91
15.04.2013	100.39
12.04.2013	103.11
11.04.2013	104.27
10.04.2013	105.79
09.04.2013	106.23
08.04.2013	104.66
05.04.2013	104.12
04.04.2013	106.34
03.04.2013	107.11
02.04.2013	110.69
01.04.2013	111.08
28.03.2013	110.02
27.03.2013	109.69
26.03.2013	109.36
25.03.2013	108.17
22.03.2013	107.66
21.03.2013	107.47
20.03.2013	108.72
19.03.2013	107.45
18.03.2013	109.51
15.03.2013	109.82
14.03.2013	109.42
13.03.2013	108.52
12.03.2013	109.65
11.03.2013	110.22
08.03.2013	110.85
07.03.2013	111.15
06.03.2013	111.06
05.03.2013	111.61
04.03.2013	110.09
01.03.2013	110.4
28.02.2013	111.38
27.02.2013	111.87
26.02.2013	112.71
25.02.2013	114.44
22.02.2013	114.1
21.02.2013	113.53
20.02.2013	115.6
19.02.2013	117.52
18.02.2013	117.38
15.02.2013	117.66
14.02.2013	118
13.02.2013	118.72
12.02.2013	118.66
11.02.2013	118.13
08.02.2013	118.9
07.02.2013	117.24
06.02.2013	116.73
05.02.2013	116.52
04.02.2013	115.6
01.02.2013	116.76
31.01.2013	115.55
30.01.2013	114.9
29.01.2013	114.36
28.01.2013	113.48
25.01.2013	113.28
24.01.2013	113.28
23.01.2013	112.8
22.01.2013	112.42
21.01.2013	111.71
18.01.2013	111.89
17.01.2013	111.1
16.01.2013	110.61
15.01.2013	110.3
14.01.2013	111.88
11.01.2013	110.64
10.01.2013	111.89
09.01.2013	111.76
08.01.2013	111.94
07.01.2013	111.4
04.01.2013	111.31
03.01.2013	112.14
02.01.2013	112.47
31.12.2012	111.11
28.12.2012	110.62
27.12.2012	110.8
26.12.2012	111.07
24.12.2012	108.8
21.12.2012	108.97
20.12.2012	110.2
19.12.2012	110.36
18.12.2012	108.84
17.12.2012	107.64
14.12.2012	109.15
13.12.2012	107.91
12.12.2012	109.5
11.12.2012	108.01
10.12.2012	107.33
07.12.2012	107.02
06.12.2012	107.03
05.12.2012	108.81
04.12.2012	109.84
03.12.2012	110.92
30.11.2012	111.23
29.11.2012	110.76
28.11.2012	109.51
27.11.2012	109.87
26.11.2012	110.92
23.11.2012	111.38
22.11.2012	110.55
21.11.2012	110.86
20.11.2012	109.83
19.11.2012	111.7
16.11.2012	108.95
15.11.2012	110.98
14.11.2012	109.61
13.11.2012	108.26
12.11.2012	109.07
09.11.2012	109.4
08.11.2012	107.25
07.11.2012	106.82
06.11.2012	111.07
05.11.2012	107.73
02.11.2012	105.68
01.11.2012	108.17
31.10.2012	108.7
30.10.2012	109.08
29.10.2012	109.44
26.10.2012	109.55
25.10.2012	108.49
24.10.2012	107.85
23.10.2012	108.25
22.10.2012	109.44
19.10.2012	110.14
18.10.2012	112.42
17.10.2012	113.22
16.10.2012	115.07
15.10.2012	115.8
12.10.2012	114.62
11.10.2012	115.71
10.10.2012	114.33
09.10.2012	114.5
08.10.2012	111.82
05.10.2012	112.02
04.10.2012	112.58
03.10.2012	108.17
02.10.2012	111.57
01.10.2012	112.19
28.09.2012	112.39
27.09.2012	112.01
26.09.2012	110.04
25.09.2012	110.45
24.09.2012	109.81
21.09.2012	111.42
20.09.2012	110.03
19.09.2012	108.19
18.09.2012	112.03
17.09.2012	113.79
14.09.2012	116.66
13.09.2012	116.9
12.09.2012	115.96
11.09.2012	115.4
10.09.2012	114.81
07.09.2012	114.25
06.09.2012	113.49
05.09.2012	113.09
04.09.2012	114.18
03.09.2012	115.78
31.08.2012	114.57
30.08.2012	112.65
29.08.2012	112.54
28.08.2012	112.58
27.08.2012	112.26
24.08.2012	113.59
23.08.2012	115.01
22.08.2012	114.91
21.08.2012	114.64
20.08.2012	113.7
17.08.2012	113.71
16.08.2012	116.9
15.08.2012	116.25
14.08.2012	114.03
13.08.2012	113.6
10.08.2012	112.95
09.08.2012	113.22
08.08.2012	112.14
07.08.2012	112
06.08.2012	109.55
03.08.2012	108.94
02.08.2012	105.9
01.08.2012	105.96
31.07.2012	104.92
30.07.2012	106.2
27.07.2012	106.47
26.07.2012	105.26
25.07.2012	104.38
24.07.2012	103.42
23.07.2012	103.26
20.07.2012	106.83
19.07.2012	107.8
18.07.2012	105.16
17.07.2012	104
16.07.2012	103.55
13.07.2012	102.4
12.07.2012	101.07
11.07.2012	100.23
10.07.2012	97.97
09.07.2012	100.32
06.07.2012	98.19
05.07.2012	100.7
04.07.2012	99.77
03.07.2012	100.68
02.07.2012	97.34
29.06.2012	97.8
28.06.2012	91.36
27.06.2012	93.5
26.06.2012	93.02
25.06.2012	91.01
22.06.2012	90.98
21.06.2012	89.23
20.06.2012	92.69
19.06.2012	95.76
18.06.2012	96.05
15.06.2012	97.61
14.06.2012	97.03
13.06.2012	97.13
12.06.2012	97.14
11.06.2012	98
08.06.2012	99.47
07.06.2012	99.93
06.06.2012	100.64
05.06.2012	98.84
04.06.2012	98.85
01.06.2012	98.43
31.05.2012	101.87
30.05.2012	103.47
29.05.2012	106.68
28.05.2012	107.11
25.05.2012	106.83
24.05.2012	106.55
23.05.2012	105.56
22.05.2012	108.41
21.05.2012	108.81
18.05.2012	107.14
17.05.2012	107.49
16.05.2012	111.71
15.05.2012	112.24
14.05.2012	111.57
11.05.2012	112.26
10.05.2012	112.73
09.05.2012	113.2
08.05.2012	112.73
07.05.2012	113.16
04.05.2012	113.18
03.05.2012	116.08
02.05.2012	118.2
01.05.2012	119.66
30.04.2012	119.47
27.04.2012	119.83
26.04.2012	119.92
25.04.2012	119.12
24.04.2012	118.16
23.04.2012	118.71
20.04.2012	118.76
19.04.2012	118
18.04.2012	117.97
17.04.2012	118.78
16.04.2012	118.68
13.04.2012	121.83
12.04.2012	121.71
11.04.2012	120.18
10.04.2012	119.88
09.04.2012	122.67
05.04.2012	123.43
04.04.2012	122.34
03.04.2012	124.86
02.04.2012	125.43
30.03.2012	122.88
29.03.2012	122.39
28.03.2012	124.16
27.03.2012	125.54
26.03.2012	125.65
23.03.2012	125.13
22.03.2012	123.14
21.03.2012	124.2
20.03.2012	124.12
19.03.2012	125.71
16.03.2012	125.81
15.03.2012	123.55
14.03.2012	124.97
13.03.2012	126.22
12.03.2012	125.34
09.03.2012	125.98
08.03.2012	125.44
07.03.2012	124.12
06.03.2012	121.98
05.03.2012	123.8
02.03.2012	123.65
01.03.2012	126.2
29.02.2012	122.66
28.02.2012	121.55
27.02.2012	124.17
24.02.2012	125.47
23.02.2012	123.62
22.02.2012	122.9
21.02.2012	121.66
20.02.2012	120.05
17.02.2012	119.58
16.02.2012	120.11
15.02.2012	118.93
14.02.2012	118.16
13.02.2012	117.93
10.02.2012	117.31
09.02.2012	118.59
08.02.2012	117.2
07.02.2012	116.23
06.02.2012	115.93
03.02.2012	114.58
02.02.2012	112.07
01.02.2012	111.56
31.01.2012	110.98
30.01.2012	110.75
27.01.2012	111.46
26.01.2012	110.79
25.01.2012	109.81
24.01.2012	110.03
23.01.2012	110.58
20.01.2012	109.86
19.01.2012	111.55
18.01.2012	110.66
17.01.2012	111.53
16.01.2012	111.2
13.01.2012	110.44
12.01.2012	111.26
11.01.2012	112.24
10.01.2012	113.28
09.01.2012	112.45
06.01.2012	113.06
05.01.2012	112.74
04.01.2012	113.7
03.01.2012	112.13
30.12.2011	107.38
29.12.2011	108.01
28.12.2011	107.56
27.12.2011	109.27
23.12.2011	107.96
22.12.2011	107.89
21.12.2011	107.71
20.12.2011	106.73
19.12.2011	103.64
16.12.2011	103.35
15.12.2011	105.09
14.12.2011	105.02
13.12.2011	109.5
12.12.2011	107.26
09.12.2011	108.62
08.12.2011	108.11
07.12.2011	109.53
06.12.2011	110.81
05.12.2011	109.81
02.12.2011	109.94
01.12.2011	108.99
30.11.2011	110.52
29.11.2011	110.82
28.11.2011	109
25.11.2011	106.4
24.11.2011	107.78
23.11.2011	107.02
22.11.2011	109.03
21.11.2011	106.88
18.11.2011	107.56
17.11.2011	108.22
16.11.2011	111.88
15.11.2011	112.39
14.11.2011	111.89
11.11.2011	114.16
10.11.2011	113.71
09.11.2011	112.31
08.11.2011	115
07.11.2011	114.56
04.11.2011	111.97
03.11.2011	110.83
02.11.2011	109.34
01.11.2011	109.54
31.10.2011	109.56
28.10.2011	109.91
27.10.2011	112.08
26.10.2011	108.91
25.10.2011	110.92
24.10.2011	111.45
21.10.2011	109.56
20.10.2011	109.76
19.10.2011	108.39
18.10.2011	111.15
17.10.2011	110.16
14.10.2011	114.68
13.10.2011	111.11
12.10.2011	111.36
11.10.2011	110.73
10.10.2011	108.95
