date	close
15.09.2016	64.7683
14.09.2016	65.1533
13.09.2016	65.2994
12.09.2016	64.5918
09.09.2016	64.8199
08.09.2016	63.9808
07.09.2016	64.1378
06.09.2016	64.5645
05.09.2016	65.0742
02.09.2016	65.0975
01.09.2016	65.9177
31.08.2016	65.3317
30.08.2016	65.2607
29.08.2016	64.7624
26.08.2016	64.8556
25.08.2016	64.6825
24.08.2016	65.1602
23.08.2016	64.5946
22.08.2016	64.8112
19.08.2016	63.906
18.08.2016	63.6637
17.08.2016	63.8325
16.08.2016	63.7823
15.08.2016	64.0429
12.08.2016	64.764
11.08.2016	64.3135
10.08.2016	64.87
09.08.2016	64.773
08.08.2016	64.6274
05.08.2016	65.5352
04.08.2016	65.7809
03.08.2016	66.2634
02.08.2016	66.6682
01.08.2016	66.9005
29.07.2016	66.0429
28.07.2016	66.6038
27.07.2016	65.9353
26.07.2016	65.9448
25.07.2016	65.4183
22.07.2016	64.8689
21.07.2016	64.3803
20.07.2016	63.7773
19.07.2016	63.5394
18.07.2016	62.8635
15.07.2016	63.5079
14.07.2016	62.8268
13.07.2016	63.8403
12.07.2016	63.8928
11.07.2016	64.1963
08.07.2016	63.9669
07.07.2016	64.5625
06.07.2016	64.2031
05.07.2016	64.3284
04.07.2016	63.9291
01.07.2016	63.804
30.06.2016	63.9731
29.06.2016	63.8232
28.06.2016	64.078
27.06.2016	65.4441
24.06.2016	65.2733
23.06.2016	63.83
22.06.2016	64.8807
21.06.2016	63.7824
20.06.2016	64.2835
17.06.2016	64.8461
16.06.2016	65.7658
15.06.2016	65.5585
14.06.2016	66.1385
10.06.2016	65.2705
09.06.2016	64.3363
08.06.2016	63.6131
07.06.2016	64.6133
06.06.2016	65.2693
03.06.2016	65.6149
02.06.2016	66.972
01.06.2016	67.1015
31.05.2016	66.6968
30.05.2016	65.7944
27.05.2016	66.1168
26.05.2016	65.8146
25.05.2016	65.4961
24.05.2016	66.1799
23.05.2016	66.826
20.05.2016	66.7833
19.05.2016	66.779
18.05.2016	65.9901
17.05.2016	64.7376
16.05.2016	64.8914
13.05.2016	65.4546
12.05.2016	64.8982
11.05.2016	64.9921
10.05.2016	66.2856
06.05.2016	65.947
05.05.2016	65.8616
04.05.2016	66.5318
29.04.2016	64.6542
28.04.2016	64.701
27.04.2016	65.1325
26.04.2016	65.1825
25.04.2016	66.5674
22.04.2016	66.4792
21.04.2016	66.8337
20.04.2016	65.1893
19.04.2016	65.8547
18.04.2016	66.0847
15.04.2016	66.405
14.04.2016	66.1361
13.04.2016	66.2975
12.04.2016	65.7183
11.04.2016	66.7928
08.04.2016	67.1262
07.04.2016	67.9942
06.04.2016	67.6066
05.04.2016	68.5667
04.04.2016	68.7464
01.04.2016	67.5855
31.03.2016	67.0288
30.03.2016	68.244
29.03.2016	68.0899
28.03.2016	68.5128
25.03.2016	68.447
24.03.2016	68.5601
23.03.2016	68.7234
22.03.2016	67.4914
21.03.2016	67.8348
18.03.2016	68.3703
17.03.2016	68.0758
16.03.2016	69.1734
15.03.2016	71.0474
14.03.2016	69.9772
11.03.2016	69.9192
10.03.2016	71.4291
09.03.2016	71.1102
07.03.2016	71.4779
04.03.2016	72.0326
03.03.2016	73.162
02.03.2016	73.0278
01.03.2016	73.3731
29.02.2016	75.1682
26.02.2016	76.1883
25.02.2016	75.3641
24.02.2016	75.7421
22.02.2016	75.3462
20.02.2016	77.0453
19.02.2016	76.9937
18.02.2016	76.4278
17.02.2016	75.04
16.02.2016	77.8876
15.02.2016	76.9807
12.02.2016	78.3558
11.02.2016	79.5917
10.02.2016	78.6429
09.02.2016	79.7087
08.02.2016	78.5509
05.02.2016	77.4872
04.02.2016	76.908
03.02.2016	76.8869
02.02.2016	79.7967
01.02.2016	77.2277
29.01.2016	75.5213
28.01.2016	76.3325
27.01.2016	78.05
26.01.2016	78.875
25.01.2016	80.0704
22.01.2016	78.1713
21.01.2016	82.397
20.01.2016	81.379
19.01.2016	78.816
18.01.2016	79.409
15.01.2016	77.765
14.01.2016	76.245
13.01.2016	76.631
12.01.2016	76.936
11.01.2016	76.375
08.01.2016	74.805
07.01.2016	75.1
06.01.2016	74.602
05.01.2016	73.385
04.01.2016	72.725
01.01.2016	73
31.12.2015	72.999
30.12.2015	73.249
29.12.2015	72.306
28.12.2015	72.34
25.12.2015	70.689
24.12.2015	70.231
23.12.2015	69.866
22.12.2015	71.253
21.12.2015	71.225
18.12.2015	71.022
17.12.2015	71.34
16.12.2015	70.297
15.12.2015	70.004
14.12.2015	70.475
11.12.2015	70.431
10.12.2015	68.21
09.12.2015	69.675
08.12.2015	69.5
07.12.2015	69.186
04.12.2015	68.045
03.12.2015	67.448
02.12.2015	67.465
01.12.2015	66.684
30.11.2015	66.35
27.11.2015	66.426
26.11.2015	65.857
25.11.2015	65.625
24.11.2015	65.495
23.11.2015	65.865
20.11.2015	64.672
19.11.2015	64.5
18.11.2015	64.86
17.11.2015	65.114
16.11.2015	65.328
13.11.2015	66.875
12.11.2015	66.66
11.11.2015	65.345
10.11.2015	64.45
09.11.2015	64.638
06.11.2015	64.336
05.11.2015	63.322
04.11.2015	63.201
03.11.2015	62.585
02.11.2015	63.665
30.10.2015	64.05
29.10.2015	64.371
28.10.2015	63.985
27.10.2015	65.435
26.10.2015	63.015
23.10.2015	62.19
22.10.2015	62.37
21.10.2015	62.528
20.10.2015	61.984
19.10.2015	62.474
16.10.2015	61.154
15.10.2015	61.442
14.10.2015	62.701
13.10.2015	63.081
12.10.2015	61.665
09.10.2015	61.809
08.10.2015	61.4
07.10.2015	61.853
06.10.2015	63.284
05.10.2015	64.484
02.10.2015	66.11
01.10.2015	65.528
30.09.2015	65.326
29.09.2015	66.22
28.09.2015	66.235
25.09.2015	65.5
24.09.2015	66.138
23.09.2015	66.575
22.09.2015	66.025
21.09.2015	66.079
18.09.2015	66.45
17.09.2015	65.45
16.09.2015	65.539
15.09.2015	66.821
14.09.2015	67.686
11.09.2015	67.825
10.09.2015	67.641
09.09.2015	68.462
08.09.2015	68.023
07.09.2015	69.116
04.09.2015	68.482
03.09.2015	66.46
02.09.2015	66.975
01.09.2015	66.155
31.08.2015	63.863
28.08.2015	65.206
27.08.2015	66.159
26.08.2015	68.946
25.08.2015	68.96
24.08.2015	70.894
21.08.2015	69.049
20.08.2015	67.87
19.08.2015	66.59
18.08.2015	65.822
17.08.2015	65.308
14.08.2015	64.878
13.08.2015	64.739
12.08.2015	64.48
11.08.2015	64.239
10.08.2015	63.025
07.08.2015	64.026
06.08.2015	63.96
05.08.2015	63.539
04.08.2015	62.826
03.08.2015	63.559
31.07.2015	61.746
30.07.2015	59.74
29.07.2015	58.514
28.07.2015	59.888
27.07.2015	60
24.07.2015	58.45
23.07.2015	57.709
22.07.2015	56.975
21.07.2015	56.948
20.07.2015	57.225
17.07.2015	56.941
16.07.2015	56.945
15.07.2015	56.885
14.07.2015	56.413
13.07.2015	56.55
10.07.2015	56.34
09.07.2015	57.165
08.07.2015	57.485
07.07.2015	56.744
06.07.2015	56.894
03.07.2015	55.94
02.07.2015	55.513
01.07.2015	55.82
30.06.2015	55.305
29.06.2015	55.72
26.06.2015	54.793
25.06.2015	54.7
24.06.2015	54.278
23.06.2015	53.822
22.06.2015	53.955
19.06.2015	54.005
18.06.2015	53.475
17.06.2015	53.65
16.06.2015	54.07
15.06.2015	54.505
12.06.2015	55.191
11.06.2015	54.803
10.06.2015	54.336
09.06.2015	55.667
08.06.2015	56
05.06.2015	56.215
04.06.2015	56.458
03.06.2015	54.305
02.06.2015	52.82
01.06.2015	53.5
29.05.2015	52.375
28.05.2015	52.58
27.05.2015	51.884
26.05.2015	50.84
25.05.2015	49.968
22.05.2015	49.99
21.05.2015	49.985
20.05.2015	49.706
19.05.2015	49.55
18.05.2015	49.222
15.05.2015	49.536
14.05.2015	50.025
13.05.2015	49.306
12.05.2015	49.974
11.05.2015	51.246
08.05.2015	51.093
07.05.2015	50.073
06.05.2015	50.5
05.05.2015	50.586
04.05.2015	52.111
01.05.2015	51.796
30.04.2015	51.585
29.04.2015	50.915
28.04.2015	51.575
27.04.2015	51.795
24.04.2015	50.916
23.04.2015	50.815
22.04.2015	52.185
21.04.2015	53.805
20.04.2015	53.34
17.04.2015	51.9
16.04.2015	49.805
15.04.2015	49.75
14.04.2015	50.902
13.04.2015	52.035
10.04.2015	53.605
09.04.2015	51.867
08.04.2015	53.642
07.04.2015	55.031
06.04.2015	55.375
03.04.2015	56.534
02.04.2015	56.3
01.04.2015	57.615
31.03.2015	58.21
30.03.2015	57.615
27.03.2015	58.038
26.03.2015	57.347
25.03.2015	57.458
24.03.2015	57.695
23.03.2015	58.785
20.03.2015	59.297
19.03.2015	60.162
18.03.2015	59.365
17.03.2015	61.52
16.03.2015	62.195
13.03.2015	62.248
12.03.2015	61.165
11.03.2015	61.625
10.03.2015	62.468
09.03.2015	60.789
06.03.2015	60.43
05.03.2015	60.858
04.03.2015	61.96
03.03.2015	61.892
02.03.2015	62.575
27.02.2015	61.705
26.02.2015	61.155
25.02.2015	61.37
24.02.2015	63.2
23.02.2015	63.8
20.02.2015	61.866
19.02.2015	61.905
18.02.2015	61.587
17.02.2015	62.51
16.02.2015	63.189
13.02.2015	63.505
12.02.2015	65.275
11.02.2015	65.255
10.02.2015	65.46
09.02.2015	65.865
06.02.2015	67.12
05.02.2015	66.553
04.02.2015	67.9
03.02.2015	65.225
02.02.2015	68.325
30.01.2015	69.234
29.01.2015	68.9
28.01.2015	68
27.01.2015	67.634
26.01.2015	68.53
23.01.2015	64.155
22.01.2015	64.183
21.01.2015	65.31
20.01.2015	65.245
19.01.2015	65.004
16.01.2015	65.125
15.01.2015	65.225
14.01.2015	64.35
13.01.2015	65.32
12.01.2015	63.2
09.01.2015	61.53
08.01.2015	59.875
07.01.2015	62.9
06.01.2015	63.165
05.01.2015	60.417
02.01.2015	58.75
01.01.2015	58.048
31.12.2014	58.048
30.12.2014	55.595
29.12.2014	59.121
26.12.2014	53.966
25.12.2014	53.1
24.12.2014	53.55
23.12.2014	54.57
22.12.2014	55.77
19.12.2014	58.255
18.12.2014	61.936
17.12.2014	60.197
16.12.2014	68.529
15.12.2014	65.949
12.12.2014	58.215
11.12.2014	56.434
10.12.2014	54.87
09.12.2014	54.072
08.12.2014	53.75
05.12.2014	52.63
04.12.2014	54.399
03.12.2014	53.486
02.12.2014	53.886
01.12.2014	51.2
28.11.2014	50.385
27.11.2014	48.644
26.11.2014	47.425
25.11.2014	46.315
24.11.2014	45.002
21.11.2014	45.705
20.11.2014	46.169
19.11.2014	46.866
18.11.2014	46.908
17.11.2014	47.12
14.11.2014	47.199
13.11.2014	46.708
12.11.2014	45.516
11.11.2014	46.375
10.11.2014	45.876
07.11.2014	46.686
06.11.2014	46.835
05.11.2014	44.902
04.11.2014	43.59
03.11.2014	43.6
